title,url,artist,songwriter,composer,preview
消えない虹,https://j-lyric.net/artist/a004838/l003033.html,北岡秀一(涼平),青山,辻,茜色の 空に溶けて 白い鳥が消えて行く与えられた  ...
消えない虹,https://j-lyric.net/artist/a0555bf/l025a01.html,AOEQ,HIROSHI,HIROSHI,もう何も覚えていないんだ 去年の事も半年前も 昨日の事 ...
消えない虹,https://j-lyric.net/artist/a04f9b0/l02bec2.html,三浦 祐太朗,三浦祐太朗,足土貴英,泣き止んだ空に 月が微笑み生まれ立ての風 二人導く ...
キエない温もり,https://j-lyric.net/artist/a05b107/l039c79.html,Rample Note,YuSuKe,Rample,始まりはまだ違うユニホーム小さなカラダでぶつかり走 ...
消えない願い,https://j-lyric.net/artist/a04d4a0/l015fc9.html,六道骸(飯田利信),向井隆昭,向井隆昭,変わらぬ心などここには ここには 在るはずもない ...
キエナイ花火,https://j-lyric.net/artist/a055c8b/l02fa6b.html,UNIST,UNIST,UNIST,"好き がいつからか 抱えきれず""この夏絶対伝えよう ..."
消えない光,https://j-lyric.net/artist/a04e385/l054411.html,micc.,佐香智久,佐香智久,布団にうなだれた午前零時　誰にも聞こえない声でこん ...
消えない光,https://j-lyric.net/artist/a05bd12/l03c699.html,A-Queen from バーレスク東京,motsu,Matt,私は私 そう生まれたままでずっと変わらない どんな ...
消えないひこうき雲,https://j-lyric.net/artist/a04dc06/l01bccb.html,佐藤ひろ美,おだちえり,虹音,小さくて泣き虫な あたしを変えたように消えないひこ ...
消えない星,https://j-lyric.net/artist/a04c8fe/l03d390.html,チャットモンチー,福岡晃子,橋本絵莉子,不安を言葉にかえて言葉をくちづけにかえて夜の永 ...
消えない間,https://j-lyric.net/artist/a051e47/l01b251.html,Low relief,加藤洋司,Low,試してみれば分かるでしょう試さないと見えな ...
きえないまぼろし,https://j-lyric.net/artist/a05c95b/l04b5d8.html,ドラマストア,長谷川海,長谷川海,さっきからさ　鳴り続けてる電話は誰からなの？なんて ...
消えないメランコリー,https://j-lyric.net/artist/a05c899/l05ec86.html,夏川椎菜,やぎぬまかな,やぎぬまかな,カーテンの向こうはきっと乾いた愚問であふれて砂漠に ...
消えないもの,https://j-lyric.net/artist/a061426/l053cef.html,PARADISES,ナルハワールド,some,じっとしてられないな動き出さなきゃずっと立ち止まっ ...
消えない夜,https://j-lyric.net/artist/a001ce2/l01061c.html,安全地帯,松井,玉置浩二,星屑の名を呼ぶほどけたくちびる脱ぎすてた真冬の ...
消えない弱さ,https://j-lyric.net/artist/a04da83/l01b104.html,GLORY HILL,TAKUYA,TAKUYA,何気なく過ぎる日々の中置き去りにして目を背けた...
消えないロマンス,https://j-lyric.net/artist/a065bc4/l05e62c.html,弓ライカ,弓ライカ,MARIA,少し気取った　白いシャツの　髪の短い君声も名前も　 ...
消えないロンリー,https://j-lyric.net/artist/a058d36/l0345a3.html,The Cheserasera,宍戸翼,The,Yeah 終わらないで今夜最後の花火をつける今 ...
消えぬ想い,https://j-lyric.net/artist/a000eac/l026aba.html,嵐,alt,市川喜康・マシコタツロウ・ha-j,久しぶりと笑って　歩き出す舗道には長い影が落ちてた ...
消えゆく想い,https://j-lyric.net/artist/a017963/l01ad23.html,RAZZ MA TAZZ,阿久延博,三木拓次,抱きしめた ぬくもりさえ 今はもう消えそうだけれど...
消えゆくともしび,https://j-lyric.net/artist/a05306a/l01e1cc.html,サロメの唇,水のさとし,水のさとし,わたしが死んでしまう前に教えて欲しいあなたの見る空 ...
消えゆく瞳,https://j-lyric.net/artist/a000cbb/l0403ac.html,竹中直人,竹中直人,玉置浩二,谷間の木洩れ日 ぼくを包むよ滲んだ この空に 虹が ...
消えゆくままに…,https://j-lyric.net/artist/a000df0/l00048b.html,アンルイス,石川あゆ子,中崎英也,崩れかけた女神のよう一人きりで立ちつくすの...
きえる,https://j-lyric.net/artist/a00177d/l00ece1.html,CHARA,金原ひとみ・Chara,CHARA,腕を包む 湿った空気息がつまる 熱い空気汗に塗 ...
消える,https://j-lyric.net/artist/a057847/l035247.html,tricot,中嶋イッキュウ,tricot,朝はそっと暮れて行くのかな君を連れてグラデーション ...
消えるdaydream,https://j-lyric.net/artist/a05613a/l02fabd.html,河野マリナ,こだまさおり,神前暁(MONACA),それでも僕たちは 示しあわせたようにものわかりよく ...
消えるdaydream-Acoustic ver.-,https://j-lyric.net/artist/a05613a/l02ebf8.html,河野マリナ,こだまさおり,神前暁(MONACA),それでも僕たちは 示しあわせたようにものわかりよく ...
消える想い,https://j-lyric.net/artist/a04ab2c/l002e6d.html,世理奈,世理奈,世理奈,湿った夏風 白い防波堤だいだい色の海の上言葉を ...
消える世界のイヴ,https://j-lyric.net/artist/a057fc3/l04053e.html,それでも世界が続くなら,篠塚将行,篠塚将行,「世界のどこかで　あなたより苦しんでる人がいる、だ ...
消えるな太陽,https://j-lyric.net/artist/a033e7f/l0473e1.html,フジファブリック,志村正彦,志村正彦,映画の主人公になってみたいなんて誰もが思うさ無 ...
消えるまで,https://j-lyric.net/artist/a0657ab/l05e4db.html,Hana Hope,UTA・AKIRA,UTA,記憶たどり歩く両手で傷を隠し絆(ほだ)されたま ...
きえるみたい,https://j-lyric.net/artist/a053f86/l031c07.html,植田真梨恵,植田真梨恵,植田真梨恵,構わない 5分後 ふっと私が消えても構わないです、 ...
消えろ,https://j-lyric.net/artist/a004a7d/l011c11.html,小谷美紗子,小谷美紗子,小谷美紗子,I wanna die I wanna shoot t ...
消えろ,https://j-lyric.net/artist/a05661c/l057661.html,じん,じん,じん,さよならを言った　今日が最後だ首を絞めるようなこと ...
キエロ・ムーチョ～あなたを愛してる～,https://j-lyric.net/artist/a05dd7a/l056f67.html,ファン・カヒ,内藤綾子,西つよし,三日月の雫(しずく)なら　人は綺麗と微笑むけどジェ ...
キエン・セラ,https://j-lyric.net/artist/a05edc8/l05b1f1.html,松浦百美子,Pablo,Pablo,Quien sera la que me quiera ...
奇縁ロマンス,https://j-lyric.net/artist/a05e0a5/l05c7ed.html,ナナヲアカリ,和ぬか,和ぬか,運命の赤い糸　僕と希望　繋がっていようどうしたって ...
キヲク,https://j-lyric.net/artist/a00061c/l001721.html,Every Little Thing,持田香織,菊池一仁,ただひとつだけのキヲク 胸の奥にある色褪せた紙切れ ...
記憶,https://j-lyric.net/artist/a00644b/l00347c.html,See-Saw,梶浦由記,梶浦由記,きっと最後はここに帰って来ると思う世界の始まりを二 ...
記憶,https://j-lyric.net/artist/a005038/l0090b4.html,PAMELAH,水原由貴,小澤正澄,あの人にさよならを突きつけられて生きる気がしな ...
記憶,https://j-lyric.net/artist/a001457/l00be8f.html,光永亮太,矢野睦,光永亮太・菅浪昌平,静かな雨は頬を濡らす 熱い涙そっとさらい僕の名 ...
記憶,https://j-lyric.net/artist/a04a8b9/l00dfe4.html,大橋卓弥,大橋卓弥,大橋卓弥,想像したワンダーランド　僕が描いていた場所理想的な ...
記憶,https://j-lyric.net/artist/a00071f/l0100c5.html,井上陽水,井上陽水,井上陽水,あなたは漂う灯り夜空にひそむ星の調べ私の眠れぬ ...
記憶,https://j-lyric.net/artist/a0004ab/l0102f6.html,さだまさし,さだまさし,さだまさし,今でも君に話しかけるよ 迷ったりとても寂しいときに...
記憶,https://j-lyric.net/artist/a001c0f/l010aaa.html,藤井フミヤ,藤井フミヤ,屋敷,いつか僕の長い旅もかならず終わる時がくる探し続けて ...
記憶,https://j-lyric.net/artist/a00850f/l01246b.html,岸本早未,岸本早未,村田,ずっと待ってた夜明けを星が見えなくなるまで…...
記憶,https://j-lyric.net/artist/a022cf4/l0130fb.html,RAMJA,LIM,大島,夕暮れ　窓の隙間から見える景色は切なさとか嬉しさと ...
記憶,https://j-lyric.net/artist/a04d01e/l015ca5.html,kukui,霜月はるか,myu,風に揺れた草原土の匂い満ちる大気雨のしずくに光 ...
記憶,https://j-lyric.net/artist/a0501c3/l016a56.html,クレア (CV:桑島法子),戸塚,DAICE,侵食の 月明かり醜悪を 照らし出す灰色に 染ま ...
記憶,https://j-lyric.net/artist/a0101bd/l018cf2.html,アンダーグラフ,真戸原直人,真戸原直人,どこまで続く　赤く揺れてるテールランプを眺めてたん ...
記憶,https://j-lyric.net/artist/a051882/l01a251.html,milly la foret,milly,國吉美織,空の青突き抜く凛としてそびえる山朝もや這う水面 ...
記憶,https://j-lyric.net/artist/a05466d/l022a13.html,ユンナ feat.GOKU(cargo),ユンナ/AMADORI,Tablo,my eyes my ears my handsm ...
記憶,https://j-lyric.net/artist/a005e93/l02492c.html,MISIA,MISIA/Goro,BZ4U,そっと咲いた花のように 未来は訪れるの見果てぬ夢  ...
記憶,https://j-lyric.net/artist/a000621/l02b001.html,中島美嘉,中島美嘉/大久保友裕,大久保友裕,またあとで そう言っていつまでも 見送った近づ ...
記憶,https://j-lyric.net/artist/a04c9e3/l0313e6.html,奥華子,Hanako,Hanako,もしも私がピアノだったら どんな風にして弾いて欲しいか ...
記憶,https://j-lyric.net/artist/a0550f5/l031a9c.html,シクラメン,DEppa,DEppa/電球,街路樹の枯れ葉が散り落ちて風に舞う季節がまたあの頃 ...
記憶,https://j-lyric.net/artist/a0561df/l031e27.html,KIDS,奥野涼,奥野涼,そんな顔しないで今日だけ笑ってよ きっとこれが最後の君 ...
記憶,https://j-lyric.net/artist/a00717d/l03427d.html,柴田淳,柴田淳,柴田淳,夜明けに見る月は何か語りかけてくる気がするから...
記憶,https://j-lyric.net/artist/a0031b7/l034afe.html,渋谷すばる,マシコタツロウ,マシコタツロウ,探したことも 探されたこともないような… 途切れた自分 ...
記憶,https://j-lyric.net/artist/a000f55/l038851.html,桑島法子,戸塚慎,dAicE,侵食の 月明かり醜悪を 照らし出す灰色に 染ま ...
記憶,https://j-lyric.net/artist/a05a13c/l03e547.html,FREAK,FREAK,Genki,儚く散ってゆく花びらと木漏れ日を見上げて強く繋 ...
記憶,https://j-lyric.net/artist/a03fc08/l047dba.html,琴音,琴音,琴音,長い年月の始まりの地点はもうとうに見えなくなってい ...
記憶,https://j-lyric.net/artist/a0005ff/l0490b3.html,槇原敬之,Noriyuki,Noriyuki,光のフレアが眩しくてよく見えない誰かの顔覚えて ...
記憶,https://j-lyric.net/artist/a05f2ec/l0496fc.html,seven oops,KEITA,KEITA,例えば君が僕を忘れても　僕の心が忘れはしないさその ...
記憶,https://j-lyric.net/artist/a05e257/l051221.html,イヤホンズ,三浦康嗣(□□□),三浦康嗣(□□□),夢をみた記憶のかけらが組曲のようにシンフォニーを奏 ...
記憶,https://j-lyric.net/artist/a05a4a8/l05125f.html,イヤホンズ(高野麻里佳/高橋李依/長久友紀),三浦康嗣(□□□),三浦康嗣(□□□),夢をみた記憶のかけらが組曲のようにシンフォニーを奏 ...
記憶,https://j-lyric.net/artist/a05f701/l052ac2.html,藤川千愛,藤川千愛,藤永龍太郎(Elements,どうして？今でも覚えてるよ初めて自転車に乗れた日を ...
記憶,https://j-lyric.net/artist/a0618e2/l056f1b.html,Tani Yuuki,Tani,Tani,あれから君はどうだい？今も変わらない日常過ごしてる ...
記憶,https://j-lyric.net/artist/a060105/l056f2b.html,ポップしなないで,かめがいあやこ,かめがいあやこ,窓の外は海の匂いと懐かしい声が響く明日も会える ...
記憶,https://j-lyric.net/artist/a061484/l05c760.html,all at once,all,中野定博,春風感じて　思い出すあの記憶いつもの日常　全てを変 ...
記憶,https://j-lyric.net/artist/a0656a9/l05e018.html,ONCE,ONCE,ONCE,過去に沈めた　あの日の僕が記憶の海に　浮かんでいる ...
"記憶 90sec""Liminality""version",https://j-lyric.net/artist/a00644b/l003466.html,See-Saw,梶浦由記,梶浦由記,きっと最後はここに帰って来ると思う世界の始まりを2 ...
記憶-Last Forever- feat.韓雪,https://j-lyric.net/artist/a04c89c/l03caae.html,中孝介,西田恵美,松本俊明,抬■仰望■片■天 此■此刻■上双眼熟悉的声音彷佛听 ...
記憶行き,https://j-lyric.net/artist/a0088ff/l013b64.html,Plastic Tree,有村,有村,さよなら。僕の事が思い出せなくても泣かないでね。 ...
記憶 ～君がくれた道標～,https://j-lyric.net/artist/a055959/l02f26b.html,T-ARA,飯田清澄・小野宮市乃,飯田清澄,どうして　君はこんなに眩しすぎるの?　遠く離れてみ ...
記憶コロコロ,https://j-lyric.net/artist/a05afd2/l03bc30.html,久保ユリカ,徳田憲治,徳田憲治,ボクらは記憶でできているコロコロ転がり削れながら ...
記憶さえ,https://j-lyric.net/artist/a064efa/l05f050.html,ヒトリヨガリ,しゅう,しゅう,今日は会いたくて　触れたくてそんな夜をまた過ごして ...
記憶蒸発,https://j-lyric.net/artist/a012d7a/l01767b.html,PANTA,中村治雄,中村治雄,おれはだれだ おれはだれなんだなんであんな処で寝て ...
記憶喪失,https://j-lyric.net/artist/a0015c1/l0048dc.html,LA-PPISCH,杉本恭一,杉本恭一,俺の名前はいったい何なんだドコニ スンデ?...
記憶喪失,https://j-lyric.net/artist/a001fe9/l010fac.html,UA,UA,朝本浩文,空が割れて古い隕石が頭の上に落ちてひとつ記憶を失く ...
記憶喪失,https://j-lyric.net/artist/a056c63/l02a19f.html,鳥井さきこ,鳥井さきこ,鳥井さきこ,痛みもわからなくなって それでも無理して遊んでるも ...
記憶という永遠,https://j-lyric.net/artist/a064679/l05a607.html,ユナク from SUPERNOVA(超新星),NASTYNARO/TEYU,NASTYNARO,守れない約束を勝手に決めちゃってごめんね自分勝 ...
記憶とハーモニー,https://j-lyric.net/artist/a05c892/l04f983.html,ヤなことそっとミュート,J.,J.,眠りの森から過去へ飛ぶ日々が奏でる柔らかな音　辿っ ...
記憶に恋をした,https://j-lyric.net/artist/a060ede/l054e5c.html,和氣あず未,鶴崎輝一,鶴崎輝一,ふと聞こえたいつかの 夏の曲のメロディーを口づさん ...
